Geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
ENSMUSG00002076372,0,0,0,0,0,0
Matn2,2,2,2,3,0,2
9430069I07Rik,2,6,5,3,8,4
Rpl30,283,332,248,295,255,308
Gm24523,0,0,0,0,0,0
D730044K07Rik,2,2,1,0,2,1
Erich5,2,9,4,4,3,5
Gm49188,0,0,0,0,0,0
Rida,8,14,7,14,8,8
Pop1,44,67,64,57,49,57
Gm49195,0,0,0,0,0,0
Gm22208,0,0,1,0,0,0
Nipal2,0,0,0,0,0,0
4930413F20Rik,0,0,0,0,0,0
Gm48932,0,0,0,0,0,0
Kcns2,0,0,0,0,0,0
Stk3,37,35,33,30,26,39
Gm33497,0,0,0,0,0,0
Osr2,0,0,0,0,0,0
BC048602,0,0,0,0,0,0
4921515G04Rik,0,0,0,0,0,0
Vps13b,127,123,123,144,111,115
Gm24771,0,0,0,0,0,0
Gm48966,0,0,0,0,0,0
Gm7968,0,0,0,0,0,0
Mir599,0,0,0,0,0,0
Mir875,0,0,0,0,0,0
Gm18994,0,0,0,0,0,0
9130002K18Rik,1,0,0,0,1,0
Gm48965,0,0,0,0,0,0
Gm48961,0,0,0,3,1,0
Cox6c,103,141,97,104,110,103
Rgs22,0,0,0,0,0,0
Gm18889,0,0,0,0,0,0
Fbxo43,0,0,0,0,0,0
Gm22979,0,0,0,0,0,0
Polr2k,15,14,10,9,19,25
Spag1,7,4,4,6,0,5
Gm23754,0,0,0,0,0,0
Gm41293,0,0,0,0,0,0
Rnf19a,34,26,26,28,33,33
Mir8097,0,0,0,0,0,0
Gm9501,0,0,0,0,0,0
Rpl7a-ps3,0,0,0,0,0,0
Gm33936,0,0,0,0,0,0
Gm34150,0,0,0,0,0,0
Gm34093,0,0,0,0,0,0
Gm49224,0,0,0,0,0,0
Ankrd46,20,17,20,29,18,28
Gm49246,0,0,0,0,0,0
Snx31,0,0,0,0,0,0
ENSMUSG00002075717,0,0,0,0,0,0
Pabpc1,2207,2254,2501,2112,2021,2161
Gm49262,0,0,0,0,0,0
Gm6704,0,0,0,0,0,0
Gm46515,0,0,0,0,0,0
Gm10385,0,0,0,0,0,0
Gm49263,0,0,0,0,0,0
Ywhaz,443,427,447,393,427,426
ENSMUSG00002074946,0,0,0,0,0,0
Gm49282,0,0,0,0,0,0
Gm10384,5,6,12,11,6,13
Gm41300,0,0,0,0,0,0
Gm34590,0,0,0,0,0,0
Zfp706,181,185,189,187,185,194
Gm26766,0,0,0,0,0,0
Gm9509,0,1,0,0,0,0
Gm8664,0,0,0,0,0,0
Gm16136,0,0,0,0,0,0
Grhl2,0,0,0,0,0,0
Gm16137,0,0,0,0,0,0
Gm16138,0,0,0,0,0,0
Ncald,0,0,0,0,0,0
Gm28221,0,0,0,0,0,0
ENSMUSG00002076649,0,0,0,0,0,0
Gm15941,0,0,0,0,0,0
Gm8668,0,0,0,0,0,0
4930447A16Rik,0,0,0,0,0,0
Gm49397,0,0,0,0,0,0
Gm3267,0,0,0,0,0,0
Gm49311,0,0,0,0,0,0
Gm24833,0,0,0,0,0,0
Gm15942,0,0,0,0,0,0
Gm15940,0,0,0,0,0,0
Rps19-ps5,0,0,0,0,0,0
Gm35019,0,0,0,0,0,0
Rrm2b,12,28,17,31,19,23
Gm3362,1,1,0,0,3,1
Gm49085,0,0,0,1,0,0
Ubr5,254,266,287,272,253,227
Gm22353,0,0,0,0,0,0
Gm49312,0,1,0,0,0,0
Gm35167,0,0,0,0,0,0
Odf1,0,0,0,0,0,0
Gm5213,0,0,0,0,0,0
ENSMUSG00002075169,0,0,0,0,0,0
Gm49313,0,0,0,0,0,0
Gm8705,0,0,0,1,0,0
Gm49314,0,0,0,0,0,0
Klf10,17,15,7,19,13,19
Gm35248,0,0,0,0,0,0
Gm41307,0,0,0,0,0,0
G930009F23Rik,0,0,0,0,0,0
Azin1,321,328,309,330,306,296
Mir6951,0,0,0,0,0,0
Gm49077,0,0,0,0,0,0
2310043O21Rik,0,0,0,0,0,0
Gm29697,0,0,0,0,0,0
Gm49090,0,0,0,0,0,0
Siah1-ps2,0,0,0,0,0,0
1100001I12Rik,0,0,0,0,0,0
Atp6v1c1,93,110,121,101,97,91
Gm45924,0,0,0,0,0,0
Baalc,0,0,0,0,0,0
Gm49097,0,0,0,0,0,0
Gm4740,0,0,0,0,0,0
Gm26704,0,0,0,0,0,0
Fzd6,0,0,0,0,0,0
Gm49786,0,0,0,0,0,0
Gm24789,0,0,0,0,0,0
Gm49105,0,0,0,0,0,0
Cthrc1,0,0,0,0,0,0
Slc25a32,24,26,26,26,27,32
Dcaf13,87,99,91,70,72,81
Gm9522,0,0,1,1,1,0
Rims2,0,0,0,0,0,0
ENSMUSG00002076488,0,0,0,0,0,0
Dcstamp,0,0,0,0,0,0
Dpys,2,1,0,0,0,0
Gm16291,0,0,0,0,0,0
Lrp12,26,35,18,29,20,27
AU022793,0,0,1,1,0,0
Gm49253,0,0,0,0,0,0
Gm49254,0,0,0,1,0,0
Gm49255,0,0,0,0,0,0
Gm33251,0,0,0,0,0,0
9330182O14Rik,0,0,0,0,0,0
Gm33301,0,0,0,0,0,0
ENSMUSG00002075835,0,0,0,0,0,0
Gm41311,0,0,0,0,0,0
Gm16294,0,0,0,0,0,0
Gm7382,0,0,0,0,0,0
Zfpm2,0,1,0,0,0,0
Gm49525,0,0,0,0,0,0
Gm49526,0,0,0,0,0,0
Gm49524,0,0,0,0,0,0
4930555K19Rik,0,0,0,0,0,0
Gm49529,0,0,0,0,0,0
Oxr1,114,111,107,98,128,115
Gm26854,1,0,2,0,0,1
Abra,0,0,0,0,0,0
Gm5469,0,0,0,0,0,0
Gm24751,0,0,0,0,0,0
Gm5470,1,0,0,0,0,0
Gm49439,0,0,0,0,0,0
Gm49438,0,0,0,0,0,0
Gm49440,0,0,0,0,0,0
Gm49441,0,0,0,0,0,0
Gm18531,0,0,0,0,0,0
Gm49452,0,0,0,0,0,0
Gm18092,0,0,0,0,0,0
Gm49453,0,0,0,0,0,0
Angpt1,86,72,68,60,46,64
Gm17473,0,0,0,0,0,0
Rspo2,0,0,0,0,0,0
Gm9658,0,0,0,0,0,0
Eif3e,313,306,338,311,282,300
Gm49271,0,0,0,0,0,0
Gm10373,0,0,0,0,0,0
Emc2,55,60,55,62,54,64
Gm2140,0,0,0,0,0,0
Tmem74,0,0,0,0,0,0
Trhr,0,0,0,0,0,0
Gm7459,0,0,0,0,0,1
Gm19235,0,0,0,0,0,0
Gm24903,0,0,0,0,0,0
Gm25093,0,0,0,0,0,0
Nudcd1,66,62,68,55,48,51
Eny2,57,43,54,55,53,47
Gm22392,0,0,0,0,0,0
Pkhd1l1,0,0,0,0,0,0
Ebag9,27,27,29,32,25,24
Sybu,0,0,0,0,0,0
A930017M01Rik,0,0,0,0,0,0
Gm23343,0,0,0,0,0,0
Gm18153,0,0,0,0,0,0
Gm5471,0,0,0,0,0,0
Kcnv1,0,0,0,0,0,0
Gm53014,0,0,0,0,0,0
Gm2203,0,0,0,0,0,0
Gm5472,0,0,0,0,0,0
Gm26063,0,0,0,0,0,0
Gm49075,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0
ENSMUSG00002075465,0,0,0,0,0,0
4930523O13Rik,0,0,0,0,0,0
Gm49079,0,0,0,0,0,0
4930548G14Rik,0,0,0,0,0,0
Gm38541,0,0,0,0,0,0
Gm23665,0,0,0,0,0,0
Gm7508,0,0,0,0,0,0
Gm2267,0,0,0,0,0,0
Csmd3,0,0,0,0,0,0
Gm16300,0,0,0,0,0,0
Gm23530,0,0,0,0,0,0
Gm25007,0,0,0,0,0,0
Gm7517,0,0,0,0,0,0
Gm49185,0,0,0,0,0,0
Gm23185,0,0,0,0,0,0
Gm2333,0,0,0,0,0,0
Gm41318,0,0,0,0,0,0
Gm23848,0,0,0,0,0,0
Gm49186,0,0,0,0,0,0
Gm49198,0,0,0,0,0,0
Trps1,63,56,66,55,64,70
Mir1907,0,0,0,0,1,0
Gm48913,0,0,0,0,0,0
Gm19303,0,0,0,0,0,0
Gm2361,0,0,0,0,0,0
Gm34562,0,0,0,0,0,0
Eif3h,180,198,176,181,183,190
Utp23,24,23,19,29,17,20
Gm34678,0,0,0,0,0,0
Gm48923,0,0,0,0,0,0
Rad21,378,377,369,355,333,379
Gm48926,0,0,0,0,0,0
Gm19236,0,0,0,0,0,0
Aard,0,0,0,0,0,0
Gm2387,0,1,0,2,0,0
Gm7543,0,0,0,0,0,0
Slc30a8,0,0,0,0,0,0
Gm41322,0,0,0,0,0,0
Rpl15-ps6,0,0,1,1,0,1
Gm23545,0,0,0,0,0,0
Gm23267,0,0,0,0,0,0
Med30,24,20,26,21,19,29
Gm34794,0,0,0,0,0,0
Ext1,5,7,4,6,5,6
Gm27926,0,0,0,0,0,0
Samd12,0,0,0,0,0,0
Gm23200,0,0,0,0,0,0
Mir28c,0,0,0,0,0,0
1700015H07Rik,0,0,0,0,0,0
Gm7489,0,0,0,0,0,0
Gm26933,0,0,0,0,0,0
Tnfrsf11b,0,0,0,0,0,0
Gm7566,0,0,0,0,0,0
Gm5215,0,0,0,0,0,0
Colec10,0,0,0,0,0,0
Gm18152,0,0,0,0,0,0
Gm20070,0,0,0,0,0,0
Mal2,0,0,0,0,0,0
Ccn3,0,0,0,0,0,0
Gm7577,0,0,0,0,0,0
Enpp2,0,0,0,0,0,0
Gm26684,0,0,0,0,0,0
4930478E11Rik,0,0,0,0,0,0
Gm49036,0,0,0,0,0,0
Taf2,86,101,92,79,101,90
Dscc1,8,9,11,17,20,14
Gm41325,0,0,0,0,0,0
Gm9920,0,0,0,0,0,1
Deptor,3,8,3,6,4,5
Gm26296,0,0,0,0,0,0
Col14a1,0,0,0,0,0,0
1700040F17Rik,0,0,0,0,0,0
Gm18787,0,0,0,0,0,0
Gm49257,0,0,0,0,0,0
Mrpl13,41,37,30,44,38,37
Mtbp,43,32,47,40,43,46
Sntb1,1,0,2,0,2,2
Gm46516,0,0,0,0,0,0
Gm10370,0,0,0,0,0,0
Gm7595,0,0,0,0,0,0
Gm49210,0,0,0,0,0,0
Gm49211,0,0,0,0,0,0
Gm49212,0,0,0,0,0,0
Hba-ps3,0,0,0,0,0,0
Gm49213,0,0,0,0,0,0
Has2,0,0,0,0,0,0
Has2os,0,0,0,0,0,0
Gm5673,0,0,0,0,0,0
Gm2582,0,0,0,0,0,0
Gm26178,0,0,0,0,0,0
Slc22a22,0,0,0,0,0,0
Gm49229,0,0,0,0,0,0
Gm18094,0,0,0,0,0,0
Gm49235,0,0,0,0,0,0
Zhx2,10,18,16,18,9,23
Gm16006,0,0,0,0,0,0
9330154K18Rik,0,0,0,0,0,0
Derl1,122,140,125,109,106,139
Tbc1d31,55,87,102,70,71,90
Fam83a,0,0,0,0,0,0
9130401M01Rik,6,9,5,5,4,4
Gm29394,0,0,0,1,0,0
Gm22299,0,0,0,0,0,0
Zhx1,107,113,128,122,98,106
Atad2,302,295,331,304,305,256
Wdyhv1,5,7,5,13,7,7
Gm23475,0,0,0,0,0,0
Gm22488,0,0,1,0,0,0
Fbxo32,2,3,1,2,3,2
Gm15943,0,0,0,0,0,0
Klhl38,0,0,0,0,0,0
Anxa13,0,0,0,0,0,0
Gm2675,0,0,0,0,0,0
Fam91a1,148,163,136,132,142,145
Fer1l6,0,0,0,0,0,0
Gm20712,0,0,0,0,0,1
Tmem65,10,17,13,15,16,10
Gm24041,0,0,0,0,0,0
Ube2d4,0,0,0,0,0,0
Trmt12,5,4,6,7,9,7
Rnf139,38,39,42,46,42,48
Gm49356,0,0,0,0,0,0
Tatdn1,11,12,9,10,13,7
Ndufb9,23,28,33,25,28,21
Mtss1,15,10,11,11,16,25
4930544F09Rik,0,0,0,0,0,0
Rpl7-ps8,0,1,0,0,1,0
Gm7691,0,0,0,0,0,0
Gm36617,0,0,0,0,0,0
Zfp572,0,0,0,0,0,0
Sqle,84,91,66,131,124,125
Washc5,70,82,94,65,75,87
Nsmce2,21,29,28,23,23,29
Gm36677,0,0,0,0,0,0
Trib1,4,3,3,5,9,1
Gm20150,0,0,0,0,0,0
Gm19510,0,0,0,0,0,0
Gm7708,0,0,0,0,0,0
Gm7083,0,0,0,0,0,0
Gm7713,0,0,0,0,0,0
4933412E24Rik,0,0,0,0,0,0
Gm25875,0,0,0,0,0,0
Gm2682,0,0,0,0,0,0
Gm46507,0,0,0,0,0,0
Gm4774,0,0,0,0,0,0
Gm17892,0,0,0,0,0,0
Gm6392,0,1,0,1,0,0
Gm48946,0,0,0,0,0,0
Gm23835,0,0,0,0,0,0
Gm7086,0,0,0,0,0,0
Gm48947,0,0,0,0,0,0
Lratd2,44,58,37,42,33,38
9930014A18Rik,4,7,10,6,8,10
A1bg,0,0,0,0,0,0
4930402D18Rik,0,0,0,0,0,0
Gm48951,0,0,0,0,0,0
Gm38563,0,0,0,0,0,0
Gm49497,0,0,0,0,0,0
Gm29904,0,0,0,0,0,0
Gm24696,0,0,0,0,0,0
Gm49498,0,0,0,0,0,0
D030024E09Rik,0,0,0,0,0,0
Gm18154,0,0,0,0,0,0
Gm37947,0,0,0,0,1,0
Myc,172,148,162,222,200,188
Pvt1,5,3,7,4,2,4
ENSMUSG00002076665,0,0,0,0,0,0
ENSMUSG00002075247,0,0,0,0,0,0
ENSMUSG00002075060,0,0,0,0,0,0
ENSMUSG00002076986,0,0,0,0,0,0
Macroh2a3,0,0,0,0,0,0
Gm41333,0,0,0,0,0,0
ENSMUSG00002075491,0,0,0,0,0,0
Gm22521,0,0,0,0,0,0
Tsg101-ps,0,1,0,0,0,0
Gm30159,0,0,0,0,0,0
Gm49013,0,0,0,0,0,0
Gm41335,0,0,0,1,0,0
Gm49014,0,0,0,0,0,0
Gm25702,0,0,0,0,0,0
Gm4942,0,0,0,0,0,0
Gm5473,0,0,0,0,0,0
4930449C09Rik,0,0,0,0,0,0
Gm41336,0,0,0,0,0,0
Gm49019,0,0,0,0,0,0
Gm46499,0,0,0,0,0,0
Gsdmc,0,0,0,0,0,0
1700065I16Rik,0,0,0,0,0,0
Gsdmc2,0,0,0,0,0,0
Gsdmcl1,0,0,0,0,0,0
Gsdmc3,0,0,0,0,0,0
Gsdmcl2,0,0,0,0,0,0
Gsdmc4,0,0,0,1,1,0
Gsdmcl-ps,0,0,0,0,0,0
Cyrib,427,468,455,410,423,423
Gm25628,0,0,0,0,0,0
Asap1,103,97,105,106,79,84
Gm20717,0,0,0,0,0,0
1700010G06Rik,0,0,0,0,0,0
Gm10926,0,0,0,0,0,0
Gm30563,0,0,0,0,0,0
Gm30691,0,0,0,0,0,0
Adcy8,0,0,0,0,0,0
Gm21798,0,0,0,0,0,0
Gm21961,0,0,0,0,0,0
Gm5046,0,0,0,0,0,0
Gm49241,0,0,0,0,0,0
Gm7814,0,0,0,0,0,0
Gm49242,0,0,0,0,0,0
Gm49243,0,0,0,0,0,0
Gm23907,0,0,0,0,0,0
Efr3a,165,162,163,154,130,139
Gm20405,1,0,0,0,0,0
Oc90,0,0,0,0,0,0
Hhla1,0,0,0,0,0,0
Gm2991,0,0,0,0,0,0
Kcnq3,0,0,0,0,0,0
Gm27153,0,0,0,0,0,0
Gm27242,0,0,0,0,0,0
Gm30929,0,0,0,0,0,0
Gm19077,0,0,0,0,0,0
Lrrc6,0,0,0,0,1,0
Tmem71,30,28,20,30,39,20
Phf20l1,199,179,205,185,169,186
Tg,0,0,0,1,2,1
Gm17140,0,0,0,0,0,0
Sla,76,80,83,122,96,94
Ccn4,0,0,0,0,0,0
Ndrg1,5,11,11,13,11,14
Gm17035,0,0,0,0,0,0
Gm2895,0,0,0,0,0,0
Gm31342,0,0,0,0,0,0
St3gal1,10,11,8,8,12,10
1700012I11Rik,0,0,0,0,0,0
Gm49408,0,0,0,0,0,0
Gm49409,0,0,0,0,0,0
Zfat,10,7,8,11,9,11
Gm10240,0,3,1,3,3,0
Gm37320,0,0,0,0,0,0
Gm26621,0,1,0,2,0,1
Mir30b,0,0,0,0,0,0
Gm37296,0,0,0,0,0,0
Gm20732,0,0,0,0,0,0
Mir30d,0,0,0,0,0,0
Gm49414,0,0,0,0,0,0
Gm25987,0,0,0,0,0,0
Gm7859,0,0,0,0,0,0
Gm49415,0,0,0,0,0,0
Gm18930,0,0,0,0,0,0
Gm41341,0,0,0,0,0,0
Khdrbs3,0,0,0,0,0,0
Gm49422,0,0,0,0,0,0
4930573C08Rik,0,0,0,0,0,0
4930504C09Rik,0,0,0,0,0,0
Gm24232,0,0,0,0,0,0
Gm23987,0,0,0,0,0,0
Gm19782,0,0,0,0,0,0
Gm5216,0,0,0,0,0,0
Gm18155,0,0,0,0,0,0
Gm49430,0,0,0,0,0,0
Gm19199,0,0,0,0,0,0
Gm5217,0,0,0,0,0,0
Fam135b,0,0,1,2,0,1
ENSMUSG00002076224,0,0,0,0,0,0
Gm22519,0,0,0,0,0,0
Gm2999,0,0,0,0,0,0
Col22a1,0,0,0,0,0,0
Gm16308,0,0,0,0,0,0
Gm49457,0,0,0,0,0,0
Gm23217,0,0,0,0,0,0
Gm24390,0,0,0,0,0,0
Kcnk9,0,0,0,0,0,0
Gm49460,0,0,0,0,0,0
Trappc9,11,18,13,16,14,17
Gm28020,0,0,0,0,0,0
Gm49459,0,0,0,0,0,0
Peg13,19,18,21,17,23,17
Gm3150,0,0,0,0,0,0
Chrac1,12,13,13,12,17,12
Ago2,226,198,244,236,226,226
Ptk2,0,0,1,1,1,1
1700085D07Rik,0,0,0,0,0,0
Mir151,0,0,0,0,0,0
Gm24787,0,0,0,0,0,0
Gm7908,1,3,0,0,0,1
Gm49066,0,0,0,0,0,0
Gm10362,0,0,1,1,0,0
Gm19811,0,0,0,0,0,0
Dennd3,13,17,13,15,19,19
Slc45a4,13,17,17,19,23,16
1700010B13Rik,0,0,0,0,0,0
Gpr20,0,0,0,0,0,0
Ptp4a3,50,34,37,36,20,32
Gm22106,0,0,0,0,0,0
Mroh5,0,0,0,0,0,0
Ndufb4c,0,0,0,0,0,0
Gm6569,0,0,0,0,0,0
Gm32405,0,0,0,0,0,0
Gm7935,3,0,0,1,1,0
Gm15387,0,0,0,0,2,0
Gm53029,0,0,0,0,0,0
Adgrb1,0,0,0,0,0,0
ENSMUSG00002076923,0,0,0,0,0,0
Mroh4,0,0,0,0,0,0
Arc,0,0,0,0,0,0
Jrk,7,1,5,6,5,5
4933427E11Rik,0,0,0,0,1,0
Psca,0,0,0,0,0,0
Gm28976,0,0,0,0,0,0
Them6,2,7,2,5,6,3
Slurp1,0,0,0,0,0,0
Lypd2,0,0,0,0,0,0
Slurp2,0,0,0,0,0,0
Lynx1,0,1,0,0,0,0
Ly6d,0,0,0,0,0,0
Ly6g6g,0,0,0,0,0,0
Gm17189,0,0,0,0,0,0
Ly6k,0,0,0,0,0,0
Gml,0,0,0,0,0,0
Gml2,0,0,0,0,0,0
Cyp11b1,0,0,0,0,0,0
Cyp11b2,0,0,0,0,0,0
Ly6m,0,2,0,0,0,0
Gm6610,0,0,0,0,0,0
Gm39556,2,2,3,3,6,3
Gm29126,0,0,0,0,0,0
Ly6e,237,278,253,358,305,348
Ly6i,0,0,0,0,0,0
Gm8000,1,0,1,0,0,0
Gm37042,0,0,0,0,0,0
Ly6a,0,0,0,0,0,0
Gm28068,0,0,0,0,1,0
Gm28069,0,0,0,0,0,0
Ly6c1,1,0,0,0,0,0
Gm5960,1,1,0,2,0,1
Gm28502,0,0,0,0,0,0
Ly6c2,728,806,683,848,816,822
Ly6a2,23,17,28,43,38,47
Ly6g,0,0,0,0,0,0
Gm28117,0,0,0,0,0,0
Ly6g2,0,0,0,0,0,0
Gm10238,0,0,0,0,0,0
Gm28115,0,0,0,0,0,0
Ly6f,0,0,0,0,0,0
Gm28116,0,0,0,0,0,0
Gm3454,0,0,0,0,0,0
Gm28113,0,0,0,0,0,0
Gm29517,0,0,0,0,0,0
Gm28114,0,0,0,0,0,0
Gm3142,0,0,0,0,0,0
9030619P08Rik,0,0,0,0,0,0
Ly6l,0,0,0,0,0,0
Gm34531,0,0,0,0,0,0
Gm34593,0,0,0,0,0,0
Gm34646,0,0,0,0,0,0
Ly6h,0,0,0,0,0,0
Gpihbp1,0,0,0,0,0,0
Zfp41,10,4,7,17,10,12
Gm46519,0,0,0,0,0,0
2810039B14Rik,0,1,0,0,1,0
Top1mt,6,11,11,10,7,8
Gm15945,0,1,0,0,0,0
Rhpn1,0,0,0,0,0,0
Mafa,0,0,0,0,0,0
Zc3h3,3,3,5,6,4,1
Gm23747,0,0,0,0,0,0
Gm9568,0,0,0,0,0,0
Gsdmd,30,33,44,35,37,48
Mroh6,0,0,0,2,1,0
Naprt,0,1,0,1,0,0
Eef1d,88,113,88,103,102,100
Tigd5,0,0,1,0,0,4
Pycrl,7,16,14,19,13,18
Gfus,25,25,25,28,32,17
Zfp623,6,7,7,11,7,7
Eif2s3x-ps1,0,0,0,0,0,0
Zfp707,4,4,3,2,4,2
Ccdc166,6,4,2,3,4,2
Mapk15,0,0,0,0,0,0
Fam83h,2,0,1,3,3,0
Iqank1,0,0,0,0,0,0
Scrib,49,40,44,55,49,42
Mir6952,0,0,0,0,0,0
Puf60,56,61,81,56,53,75
Gm48952,0,0,0,0,0,0
Nrbp2,0,0,0,0,0,0
Gm41349,0,0,0,0,0,0
Eppk1,0,0,0,0,0,0
BC024139,0,0,0,0,0,0
Gm19945,0,0,0,0,0,0
Plec,117,141,137,155,156,154
Mir1942,0,0,0,0,0,0
Parp10,10,9,7,17,15,9
Grina,17,32,28,33,32,33
Mir6953,0,0,0,0,0,0
Mirt2,1,0,0,0,0,0
Spatc1,0,0,0,0,0,0
Mir3079,0,0,0,0,0,0
Smpd5,1,0,0,1,1,0
Oplah,0,1,0,1,0,1
Exosc4,12,10,10,7,6,14
Gpaa1,18,40,20,39,37,26
Rps6-ps1,2,1,2,1,4,2
Cyc1,38,37,46,37,63,36
Sharpin,17,30,30,30,29,27
Maf1,26,47,27,46,39,38
Gm35339,1,0,1,1,0,5
Hgh1,8,16,8,8,10,13
Tssk5,0,0,0,0,0,0
Mroh1,15,22,14,23,22,19
Mir6954,0,0,0,0,0,0
Bop1,54,71,63,72,56,41
Scx,0,0,0,0,0,0
Hsf1,15,17,21,12,12,17
Dgat1,21,20,17,23,22,29
Scrt1,0,0,0,0,0,0
Gm49550,0,0,0,0,0,0
Tmem249,0,0,0,0,0,0
Fbxl6,7,13,12,16,17,21
Slc52a2,7,17,14,15,19,22
Adck5,11,10,13,11,9,9
Gm49413,0,0,0,0,0,0
5730521K06Rik,0,1,1,2,0,0
Cpsf1,84,98,63,97,80,83
Slc39a4,0,0,0,0,0,0
Vps28,28,31,32,24,16,22
Tonsl,13,25,11,19,10,11
Cyhr1,37,27,33,20,32,33
Kifc2,0,0,0,0,0,0
Foxh1,0,0,0,0,0,0
Ppp1r16a,1,7,3,9,7,6
Gpt,4,1,1,6,6,3
Mfsd3,2,3,0,3,5,3
Recql4,27,23,17,14,19,20
Lrrc14,8,7,6,14,9,12
Lrrc24,1,0,0,0,0,0
C030006K11Rik,5,6,3,9,5,5
Arhgap39,9,10,15,12,14,16
Gm17271,0,0,0,0,0,0
Zfp251,20,26,19,20,17,18
Zfp7,6,15,9,9,8,11
Gm49527,0,0,0,0,0,0
Commd5,1,0,0,0,0,0
Rpl8,600,660,562,600,596,679
Zfp647,0,1,0,2,2,4
Gm18283,0,0,0,0,0,0
1110038F14Rik,12,11,11,12,7,19
Gm35933,0,0,0,0,0,0
Gm49540,0,0,0,0,0,0
Mb,0,0,0,0,0,0
Apol6,0,0,0,0,0,0
Gm24753,0,0,0,0,0,0
Rbfox2,8,14,12,10,11,17
1700109K24Rik,0,0,0,0,0,0
4833412C15Rik,0,0,0,0,0,0
Gm49411,0,0,0,0,0,0
Gm24056,0,0,0,0,0,0
Gm49436,0,0,0,0,0,0
Gm3787,0,0,0,0,0,0
Apol7a,0,0,0,0,0,0
Gm20688,0,0,0,0,0,0
Apol9a,0,0,0,0,0,0
Apol7b,0,0,0,0,0,0
4930571N24Rik,0,0,0,0,0,0
Gm6506,1,0,0,0,0,0
Gm49551,0,0,0,0,0,0
Apol10a,0,0,0,0,0,0
Apol11a,0,0,0,0,0,0
Apol7c,0,0,0,0,0,0
1700025B11Rik,0,0,0,0,0,0
Apol10b,0,0,0,0,0,0
Gm36245,0,0,0,0,0,0
Gm8221,0,0,0,0,0,0
Apol11b,0,0,0,0,0,0
Apol10c-ps,0,0,0,0,0,0
Gm49407,0,0,0,0,0,0
Apol7e,0,0,0,0,0,0
Gm8233,0,0,0,0,0,0
Gm18911,1,0,0,0,0,0
Gm36329,0,0,0,0,0,0
Apol9b,0,0,0,0,0,0
Gm49410,0,0,0,0,0,0
Apol8,0,0,1,0,0,0
Myh9,720,784,810,705,763,776
Gm22107,0,0,0,0,0,0
Txn2,49,64,43,62,50,66
Foxred2,39,45,34,43,39,41
Eif3d,147,159,151,191,161,170
Gm17638,2,2,0,0,0,2
Cacng2,0,0,0,0,0,0
A730060N03Rik,0,0,0,0,0,0
Ift27,20,11,16,10,16,17
Gm49694,0,0,0,0,0,0
Pvalb,0,0,0,0,0,0
Ncf4,73,74,55,65,43,65
Csf2rb2,30,40,26,35,34,41
Mir7676-1,0,0,0,0,0,0
Csf2rb,146,165,130,169,187,196
Mir7676-2,0,0,0,0,0,0
Gm26329,0,0,0,0,0,0
Tex33,0,0,0,1,0,0
Gm49481,0,0,0,0,0,0
Tst,6,4,7,15,14,16
Mpst,10,21,11,19,13,12
Gm36644,0,0,0,0,0,0
Kctd17,0,0,0,0,0,0
Tmprss6,0,0,0,0,0,0
Il2rb,0,0,0,0,0,0
C1qtnf6,0,0,0,0,0,0
Gm49490,0,0,0,0,0,0
Sstr3,0,0,0,0,0,0
Gm6723,0,0,0,0,0,0
Rac2,286,310,259,287,306,320
Gm36738,0,0,0,1,1,2
Cyth4,193,214,160,177,174,199
Elfn2,0,0,0,0,1,0
1700041B01Rik,0,0,0,0,0,0
Mfng,8,10,4,8,11,7
Card10,0,0,0,0,0,1
Gm7318,0,0,0,0,0,0
Cdc42ep1,0,0,0,0,0,0
Lgals2,0,0,0,0,0,0
Gm26634,0,0,0,0,0,0
Gga1,36,40,28,34,36,42
Mir6955,0,0,0,0,0,0
Gm49510,0,0,0,0,0,0
Sh3bp1,13,15,12,17,24,14
1700027A07Rik,0,0,0,0,0,0
Pdxp,1,5,5,8,4,7
Lgals1,546,627,535,448,470,507
Nol12,17,17,18,22,16,28
Triobp,29,23,32,40,33,28
Gm10865,0,0,0,0,0,0
Mir6956,0,0,0,0,0,0
Gm17753,0,0,0,0,0,1
Gm49544,0,0,0,0,0,0
H1f0,87,84,76,127,115,111
Gcat,12,15,13,13,23,12
Galr3,1,0,2,2,1,1
Gm3924,0,0,0,0,0,0
Ankrd54,14,12,14,15,13,28
Gm49471,0,0,0,0,0,0
Eif3l,183,196,159,184,158,177
Gm25072,0,0,0,0,0,0
Micall1,39,51,39,40,31,30
1700088E04Rik,0,1,0,0,0,0
Polr2f,21,22,20,23,17,21
Sox10,0,0,0,0,0,0
Gm10863,0,1,0,0,0,0
Pick1,3,3,2,3,1,3
Gm49486,0,0,0,0,0,0
Slc16a8,0,0,0,0,0,0
Lgals1-ps2,0,0,0,0,0,0
Baiap2l2,0,0,0,0,0,0
Pla2g6,11,11,6,6,9,7
Gm20420,0,0,0,0,0,0
Maff,2,3,0,0,3,3
Tmem184b,20,27,15,18,18,20
Mir1943,0,0,0,0,0,0
Csnk1e,34,40,33,32,31,30
Gm16059,0,0,0,0,0,0
ENSMUSG00002076976,0,0,0,0,0,0
Gm49593,0,0,0,0,0,0
Kcnj4,0,0,0,0,0,0
Gm49552,0,0,0,0,0,0
